N,comment,Year,hour_z_time,an,Language
2358,"Ah, so good when you&#39;re looking back n know the outcome",2021-08-03,13,P,en
2359,This is a Obama standup...,2021-08-03,05,O,en
2360,Grande,2021-08-03,05,O,de
2361,Best!,2021-08-03,05,P,de
2362,We Love 💕😘 you.  You and your wife made US proud and her family,2021-08-03,04,P,en
2363,My forever President!😘😍🥰,2021-08-03,00,O,da
2364,"Bro can roast himself. Sign of a mature man. Unlike the Donald, whose just a bug fat orange sore loser!",2021-08-02,21,P,en
2365,Michael is really gorgeous here! 🤢,2021-08-04,07,P,en
2366,Earn me some serious Tudman&#39;s!😂🤣😫,2021-08-02,10,N,en
2367,Without a doubt the most impressive US president in the last 50 years<br>Contrasted to the biggest mistake in all time which was the orange turd,2021-08-02,09,P,en
2368,This was the preperation for the BLM movement and forced liberalism,2021-08-02,08,N,en
2369,"I every day admire this man more and more. I hope that some day, Argentina,  my country, can have a president like Mr. Barak Obama. I read his book:  A promised land, and since that moment, I undestood how great president he was.",2021-08-01,22,P,en
2370,The greatest president ever.,2021-08-01,14,P,en
2371,The Amazing words of fun. God bless you all.,2021-08-01,09,P,en
2372,Comparing George W Bush and Obama is self centered and mean.,2021-08-01,08,N,en
2373,❣️💕💕❣️💕✌️,2021-08-01,06,O,en
2374,"You Gotta be kidding me, two years later and I am also the next commentor. Come on people.",2021-08-01,06,O,en
2375,The ending is marvellous.  Peace 😉✌,2021-08-01,03,O,en
2376,"The cute separated endogenously flood because minister seasonally follow towards a abnormal ant. rotten, tasteful station",2021-08-01,01,P,en
2377,In my lifetime Jack Johnson was the first then came Hank AaronAnd then there was Rosa PARKS I must say Sam Cooke and Sidney Poitier course Muhamed Ali and Malcolm X and Reverend Dr. Martin Luther King And Bill Russell Jim Brown and The 44 President of America Mr. Obama I thank you for just being you and may God bless you and your love ones each and every day take care my brother🙏🏾👍🏿💪🏿✊🏿😎,2021-07-31,23,P,en
2378,"I am truly blessed God has let me Live Long enough to see major accomplishments by BLACKPEOPLE.! Now I pray to God, to actually keep all of my loveones and their friends and their loveones mentally and physically strong and always just trust in him. And I also pray that there be fair and equal justice in this here America before I die oh yes and I do mean for all races🙏🏾👍🏿🧑🏿‍🦱👦🏼🗽",2021-07-31,23,P,en
2379,I love Obama. So well spoken smart and for all people. He really emulates the phase We the people. He made me feel proud to be an American. Not many other Presidents  made me feel that way. God bless you  Obama.,2021-07-31,22,P,en
2380,"If i could read the minds of all the people in the crowd of this single night, i could change the world. Can you do this, for all mankind? It is dinner with the enemies!",2021-07-31,21,N,en
2381,"This man alone, without any presidential perks could change the world with few words. A lame duck(his words) who can actually change the game. Please, Mr. Duck, do that!",2021-07-31,21,N,en
2382,God showing us obamas the antichrist beast of revelation chapter 13 but you all think its a joke because your sin has blinded you,2021-07-31,21,O,en
2383,One of the top 3 best president in American history.,2021-07-31,18,P,en
2384,Sorry for the 22nd amendment I would love to have you around forever bro...,2021-07-31,17,O,en
2385,"Sir, you&#39;re a BIG boy. I want to be like you when i grow up. God bless President Barack Obama. WE love YOU",2021-07-31,03,P,en
2386,I miss this human,2021-07-31,01,O,en
2387,Obama is a true patriotic unlike the new republican party,2021-07-30,23,P,en
2388,I sure miss him! Best President of my lifetime! Thank you Obamas for 8 wonderful years! ✌️🇺🇸,2021-07-30,21,P,en
2389,"The mellow perfume postprandially mate because wallet conjecturally whine throughout a broad trunk. incredible, stereotyped dipstick",2021-07-30,17,P,en
2390,8 years wasted and awful he&#39;s got to say it&#39;s going on eggshell 💕i generations of racism,2021-07-30,04,N,en
2391,E,2021-07-30,00,O,es
2392,"Professional liar, until now he was the worst president in history, now we are doomed",2021-07-29,17,N,en
2393,Trump is so jealous of him he’s blind.,2021-07-29,03,N,en
2394,😉👍,2021-07-29,01,O,en
2395,Joe USA 🇺🇸🇺🇸🇺🇸,2021-07-29,01,O,af
2396,Bernie you look like a million bucks or to put it in terms you’ll understand.. 37 thousand donations of 27 dollars each .. hilarious 🤣🤣🤣🤣🤣,2021-07-28,23,P,en
2397,"Once upon a time I thought Communists were the most corrupt and morally depraved bunch, but they pale in comparison to American fascist demoKKKrat/liberal thugs, Biden Crime Family, Clinton Crime Family, Obama Crime Family, Pelosi, Schumer, AOC, Bernie, Maxine, Cuomo brothers, CNN journalist whorehouse, and other low life demoKKKrats dividing and destroying this great Republic!",2021-07-28,21,P,en
2398,Obamaho.,2021-07-28,21,O,so
2399,I tried to add him at LinkedIn. I&#39;m disappointed. He&#39;s not there... would love to have him in my list.,2021-07-28,17,N,en
2400,Trump white house journalist dinner,2021-07-28,10,O,en
2401,"I just finished his book.  Excellent read.  He wasn’t a perfect president.  No one ever is.  But I admire his compassion, intelligence, morals, integrity, and his great sense of humor.",2021-07-28,03,P,en
2402,Eloquent puppet. Libya is in shambles today  because you couldn’t free yourself of the strings,2021-07-27,23,P,en
2403,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=19m00s"">19:00</a>",2021-07-27,21,O,cy
2404,ooof that roast on trump.... did not age well....,2021-07-27,07,O,en
2405,He made it racist from the start.,2021-07-27,05,O,en
2406,Allan kert,2021-07-27,05,O,tr
2407,For his counsel,2021-07-27,04,O,en
2408,Wolf in sheep&#39;s clothing,2021-07-27,03,O,en
2409,"Reggie Brown .,👍",2021-07-27,02,O,pl
2410,And then...there&#39;s Ted Cruise....Ted have a tough week....He went to Indiana.......who&#39;s your country?......stand on a basketbalcourt.....And call the hoop a  basketbalringer...............what else is in his Lexicon???.............Basebalsticks??.............footbalheads???........But sure..im the foureign one,2021-07-26,17,N,en
2411,"I just love this guy , easy going , funny as hell, and he’s ”HUMAN” , who have a heart, know what empathy feels like, .<br>And he’s capable of interact with ppl,  can have a conversation with the ppl he meets, can handle questions from the press, and he never calls reporters or ANYONE, nasty words , , <br>He  gets offended as fast as ANYONE asks him a question , so to avoid any degrading words from the D-  🦆<br>Don’t ask him a question , sit and keep 🤐  <br>Trump doesn’t understand what the term ‘press conference “ means, <br>That his role under a press conference is to get asked questions and, his job is to answer those questions. <br> Not to be rude, and after ca 5minutes he’s already managed to  kick most of the  reporters out the 🚪writes✍🏻 = i🚫 🤐",2021-07-26,16,P,en
2412,I love this man!!! He has always seemed like an normal guy!!! Someone you would want to have a few drinks with and crack some jokes about the people in the room!!!,2021-07-26,15,P,en
2413,He is so brave&amp; has such poise_ is so intelligent&amp; charming_u really can’t argue w/ anything he says,2021-07-26,06,P,en
2414,Michael,2021-07-26,02,O,cy
2415,Legendary 🤷🏽‍♀️🗣🗣🤣🤣🤣🤣 My President ❤️😍❤️😍❤️😍❤️😍😍😍😍🤣🤣🤣🤣,2021-07-25,09,P,en
2416,😪still love MY FOREVER PRESIDENT 🥰,2021-07-25,06,P,it
2417,"hey, look! arguments in a YouTube comment section. I&#39;ll just sit my early teens bottom down,, and watch.",2021-07-25,04,N,en
2418,Come back for rock come back,2021-07-25,03,O,en
2419,32 short minutes!,2021-07-25,03,O,sq
2420,BASKETBALL 🏀 RING 💍<br>CHALE 😳 NO MAMES <br>TED CRUZ 🚫🚮🚽🧻🗑🤦🏿‍♂️,2021-07-25,01,O,en
2421,"Trump: avoids dinners<br>Obama: Ah yes, a time to have fun.",2021-07-24,20,P,en
2422,"I’m sorry to not be present for this event. I’m also apologizing for not having sent donations to keep America s Democracy in a a few weeks or so. I must ask for support in two major issues that I along with others like me are directly victims of at this moment. 1. Cybercrimes unattended by professional media and advocacy. 2. I just travelled by relate walker and mask in a facility elevator covered in filter and dirt and bacteria over weeks without janitorial services . I live in a government substitute individual independent building. It appears to be carbon monoxide detected unofficially. I try to keep in my cold 8 floor apt having had serious spinal surgeries since 2015. Forced from a financial and stress free home in 2016 because of cybercrime. I’m yet trying to move forward with my Special Mission for Underserved women. <br>Kamala<br>My mission is to help our people live not die. Until we must<br>Help,,,<br>Respectfully Submitted <br>Gloria J Hunt Keith <br>Alabama DNC Member<br>ACTION SPEAKS HERITAGE EXCELLENCE EDUCATION JOURNAL",2021-07-24,19,N,en
2423,Der Krieger der den Friedensnobelpreis bekam 🤣,2021-07-24,13,O,de
2424,He is no doubt a &quot;GREAT ORATOR&quot; :),2021-07-24,05,P,ca
2425,This speech gives Robb stark chills everytime,2021-07-23,16,N,en
2426,Obama funny fun guy!😆,2021-07-23,07,P,cy
2427,More like the end of the corporation.,2021-07-23,06,P,en
2428,Love him and Michelle. they are better most of our past  first families,2021-07-23,01,P,en
2429,"What song is playing on the background? <a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=27m00s"">27:00</a>",2021-07-22,15,O,en
2430,so funny watching this today as he puts down TRUMP,2021-07-22,14,P,en
2431,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=32m26s"">32:26</a>",2021-07-22,04,O,cy
2432,So glad to see Helen Mirren got a bigger round of applause than Kendel Jenner - there is some intelligence after all.,2021-07-22,02,P,en
2433,thud life,2021-07-21,22,O,en
2434,Business  marriage. Me,2021-07-21,22,O,en
2435,You have the ring you may have the house who got the man. And a good man I got. If you want a man try being part of mankind 👍🏾💅🏽,2021-07-21,22,P,en
2436,Race,2021-07-21,20,O,ro
2437,"<a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=3m12s"">3:12</a> Morgan Freeman",2021-07-21,19,O,en
2438,2021.  🙏❤️,2021-07-21,16,O,en
2439,"The cautious rod periodically pine because alligator systemically stare abaft a romantic glove. idiotic, curved conifer",2021-07-21,10,N,en
2440,&quot;who she will be&quot; that didn&#39;t work out did it.,2021-07-21,10,O,en
2441,This is the last actual President before the current President Biden,2021-07-21,06,O,en
2442,Tarunga imo istorya bos,2021-07-21,06,P,tl
2443,Bos ok,2021-07-21,06,P,hr
2444,Amazing Ride with the Career public servant... Joe Biden. Bumbling Biden. One of the biggest thieves to ever serve in the Government of the United States.,2021-07-21,00,P,en
2445,"“It’s hard to know who she will be, standing here next year”. Wrong again President Punk.",2021-07-21,00,N,en
2446,Cow,2021-07-20,16,N,en
2447,Yo that “hmm hmm hmm..mm” was the most serious emotion he conveyed,2021-07-20,05,P,en
2448,"Tom Hanks looks pissed at <a href=""https://www.youtube.com/watch?v=NxFkEj7KPC0&amp;t=8m46s"">8:46</a> someone get him a chair",2021-07-20,05,O,en
2449,This feels very unbelievable after the orange monster.,2021-07-19,17,N,en
2450,THANK GOD!   its gone...   8 years of NO LEADERSHIP and a lot race baiting....,2021-07-19,17,O,en
2451,Love that vicious look he gets on his face right after he hits below the belt. Hard not to like this powerhouse.,2021-08-15,00,N,en
2452,What a joke of a president.,2021-07-19,16,O,en
2453,Say &quot;Boyaah&quot;! XD,2021-07-19,04,O,so
2454,I’m from U.K. .How did  USA go from this intelligent articulate msn …to ………..,2021-07-18,05,P,en
